icon,name,damage
Wooden_Boomerang.png,https://terraria.fandom.com/wiki/Wooden_Boomerang,10
Enchanted_Boomerang.png,https://terraria.fandom.com/wiki/Enchanted_Boomerang,17
Fruitcake_Chakram.png,https://terraria.fandom.com/wiki/Fruitcake_Chakram,19
Bloody_Machete.png,https://terraria.fandom.com/wiki/Bloody_Machete,20
Shroomerang.png,https://terraria.fandom.com/wiki/Ice_Boomerang,21
Ice_Boomerang.png,https://terraria.fandom.com/wiki/Ice_Boomerang,???
Trimarang.png,https://terraria.fandom.com/wiki/Trimarang,21
Thorn_Chakram.png,https://terraria.fandom.com/wiki/Thorn_Chakram,25
Combat_Wrench.png,https://terraria.fandom.com/wiki/Combat_Wrench,25
Flamarang.png,https://terraria.fandom.com/wiki/Flamarang,49
