icon,name,damage
Grenade_Launcher.png,https://terraria.fandom.com/wiki/Grenade_Launcher,60
Proximity_Mine_Launcher.png,https://terraria.fandom.com/wiki/Proximity_Mine_Launcher,80
Rocket_Launcher.png,https://terraria.fandom.com/wiki/Rocket_Launcher,50
Nail_Gun.png,https://terraria.fandom.com/wiki/Nail_Gun,85
Stynger.png,https://terraria.fandom.com/wiki/Stynger,45
Jack_O_Lantern_Launcher.png,https://terraria.fandom.com/wiki/Jack_%27O_Lantern_Launcher,65
Snowman_Cannon.png,https://terraria.fandom.com/wiki/Snowman_Cannon,67
Celebration.png,https://terraria.fandom.com/wiki/Celebration,25
Electrosphere_Launcher.png,https://terraria.fandom.com/wiki/Electrosphere_Launcher,40
Celebration_Mk2.png,https://terraria.fandom.com/wiki/Celebration_Mk2,50
