icon,name,damage
Cobalt_Repeater.png,https://terraria.fandom.com/wiki/Cobalt_Repeater,35
Palladium_Repeater.png,https://terraria.fandom.com/wiki/Palladium_Repeater,37
Mythril_Repeater.png,https://terraria.fandom.com/wiki/Mythril_Repeater,39
Orichalcum_Repeater.png,https://terraria.fandom.com/wiki/Orichalcum_Repeater,40
Adamantite_Repeater.png,https://terraria.fandom.com/wiki/Adamantite_Repeater,42
Titanium_Repeater.png,https://terraria.fandom.com/wiki/Titanium_Repeater,43
Hallowed_Repeater.png,https://terraria.fandom.com/wiki/Hallowed_Repeater,50
Vulcan_Repeater.png,https://terraria.fandom.com/wiki/Vulcan_Repeater,56
Chlorophyte_Shotbow.png,https://terraria.fandom.com/wiki/Chlorophyte_Shotbow,34
Stake_Launcher.png,https://terraria.fandom.com/wiki/Stake_Launcher,75
